Layer name;Wed_Mar_24_02_11_55_2004---Sat_Apr_24_00_30_38_2004;Wed_Mar_24_02_11_55_2004---Sat_Apr_24_00_30_38_2004;Wed_Mar_24_02_11_55_2004---Sat_Apr_24_00_30_38_2004;Sat_Apr_24_00_57_38_2004---Mon_May_24_21_44_12_2004;Sat_Apr_24_00_57_38_2004---Mon_May_24_21_44_12_2004;Sat_Apr_24_00_57_38_2004---Mon_May_24_21_44_12_2004;Mon_May_24_21_48_09_2004---Thu_Jun_24_18_43_14_2004;Mon_May_24_21_48_09_2004---Thu_Jun_24_18_43_14_2004;Mon_May_24_21_48_09_2004---Thu_Jun_24_18_43_14_2004;Thu_Jun_24_21_25_43_2004---Sun_Jul_25_15_52_25_2004;Thu_Jun_24_21_25_43_2004---Sun_Jul_25_15_52_25_2004;Thu_Jun_24_21_25_43_2004---Sun_Jul_25_15_52_25_2004;Sun_Jul_25_16_22_15_2004---Wed_Aug_25_13_23_15_2004;Sun_Jul_25_16_22_15_2004---Wed_Aug_25_13_23_15_2004;Sun_Jul_25_16_22_15_2004---Wed_Aug_25_13_23_15_2004;Wed_Aug_25_15_03_21_2004---Sat_Sep_25_10_18_52_2004;Wed_Aug_25_15_03_21_2004---Sat_Sep_25_10_18_52_2004;Wed_Aug_25_15_03_21_2004---Sat_Sep_25_10_18_52_2004;Sat_Sep_25_16_29_27_2004---Tue_Oct_26_07_52_22_2004;Sat_Sep_25_16_29_27_2004---Tue_Oct_26_07_52_22_2004;Sat_Sep_25_16_29_27_2004---Tue_Oct_26_07_52_22_2004
210;0;0;0;11;10;0.278;25;24;0.667;1;1;0.028;0;0;0;0;0;0;0;0;0
211;0;0;0;7;6;0.6;3;2;0.2;1;1;0.1;0;0;0;0;0;0;0;0;0
212;0;0;0;19;19;0.559;14;14;0.412;1;1;0.029;0;0;0;0;0;0;0;0;0
213;0;0;0;3;2;0.182;7;6;0.545;2;2;0.182;0;0;0;0;0;0;0;0;0
215;0;0;0;39;39;0.75;12;12;0.231;1;1;0.019;0;0;0;0;0;0;0;0;0
216;0;0;0;12;12;0.667;5;5;0.278;1;1;0.056;0;0;0;0;0;0;0;0;0
217;0;0;0;8;8;0.727;1;1;0.091;2;2;0.182;0;0;0;0;0;0;0;0;0
218;0;0;0;46;45;0.625;25;24;0.333;2;2;0.028;0;0;0;0;0;0;0;0;0
219;0;0;0;7;6;0.6;3;2;0.2;1;1;0.1;0;0;0;0;0;0;0;0;0
220;0;0;0;1;1;0.053;14;14;0.737;4;4;0.211;0;0;0;0;0;0;0;0;0
221;0;0;0;4;4;0.444;4;4;0.444;1;1;0.111;0;0;0;0;0;0;0;0;0
222;0;0;0;5;4;0.444;3;2;0.222;3;2;0.222;0;0;0;0;0;0;0;0;0
224;0;0;0;66;66;0.943;2;2;0.029;2;2;0.029;0;0;0;0;0;0;0;0;0
225;0;0;0;30;29;0.879;2;2;0.061;2;1;0.03;0;0;0;0;0;0;0;0;0
226;0;0;0;8;8;0.615;4;4;0.308;1;1;0.077;0;0;0;0;0;0;0;0;0
227;0;0;0;3;3;0.333;5;5;0.556;1;1;0.111;0;0;0;0;0;0;0;0;0
228;0;0;0;2;2;0.25;1;1;0.125;5;5;0.625;0;0;0;0;0;0;0;0;0
229;0;0;0;19;17;0.567;13;11;0.367;1;0;0;0;0;0;0;0;0;0;0;0
230;0;0;0;6;6;0.207;22;22;0.759;1;1;0.034;0;0;0;0;0;0;0;0;0
231;0;0;0;2;2;0.25;5;5;0.625;1;1;0.125;0;0;0;0;0;0;0;0;0
232;0;0;0;19;19;0.679;8;8;0.286;1;1;0.036;0;0;0;0;0;0;0;0;0
233;0;0;0;8;8;0.615;1;0;0;5;4;0.308;0;0;0;0;0;0;0;0;0
234;0;0;0;11;11;0.55;8;8;0.4;1;1;0.05;0;0;0;0;0;0;0;0;0
235;0;0;0;16;16;0.667;5;5;0.208;3;3;0.125;0;0;0;0;0;0;0;0;0
236;0;0;0;8;8;0.727;2;2;0.182;1;1;0.091;0;0;0;0;0;0;0;0;0
238;0;0;0;12;12;0.571;8;8;0.381;1;1;0.048;0;0;0;0;0;0;0;0;0
239;0;0;0;2;2;0.182;7;7;0.636;2;2;0.182;0;0;0;0;0;0;0;0;0
240;0;0;0;21;21;0.913;1;1;0.043;1;1;0.043;0;0;0;0;0;0;0;0;0
241;0;0;0;6;6;0.6;3;3;0.3;1;1;0.1;0;0;0;0;0;0;0;0;0
242;0;0;0;3;3;0.333;5;5;0.556;1;1;0.111;0;0;0;0;0;0;0;0;0
243;0;0;0;9;9;0.375;14;14;0.583;1;1;0.042;0;0;0;0;0;0;0;0;0
244;0;0;0;5;5;0.5;4;4;0.4;1;1;0.1;0;0;0;0;0;0;0;0;0
245;0;0;0;40;40;0.816;8;8;0.163;1;1;0.02;0;0;0;0;0;0;0;0;0
246;0;0;0;2;2;0.286;4;4;0.571;1;1;0.143;0;0;0;0;0;0;0;0;0
247;0;0;0;2;2;0.25;5;5;0.625;1;1;0.125;0;0;0;0;0;0;0;0;0
248;0;0;0;35;35;0.854;5;5;0.122;1;1;0.024;0;0;0;0;0;0;0;0;0
249;0;0;0;51;51;0.944;2;2;0.037;1;1;0.019;0;0;0;0;0;0;0;0;0
250;0;0;0;6;6;0.3;12;12;0.6;2;2;0.1;0;0;0;0;0;0;0;0;0
251;0;0;0;2;2;0.5;1;1;0.25;1;1;0.25;0;0;0;0;0;0;0;0;0
252;0;0;0;7;6;0.545;4;3;0.273;1;1;0.091;0;0;0;0;0;0;0;0;0
253;0;0;0;10;10;0.125;70;69;0.863;1;0;0;0;0;0;0;0;0;0;0;0
254;0;0;0;5;5;0.385;7;7;0.538;1;1;0.077;0;0;0;0;0;0;0;0;0
255;0;0;0;3;3;0.333;5;5;0.556;1;1;0.111;0;0;0;0;0;0;0;0;0
256;0;0;0;5;5;0.625;2;2;0.25;1;1;0.125;0;0;0;0;0;0;0;0;0
257;0;0;0;3;3;0.3;6;6;0.6;1;1;0.1;0;0;0;0;0;0;0;0;0
258;0;0;0;13;13;0.591;8;8;0.364;1;1;0.045;0;0;0;0;0;0;0;0;0
259;0;0;0;10;10;0.667;4;4;0.267;1;1;0.067;0;0;0;0;0;0;0;0;0
260;0;0;0;2;2;0.286;4;4;0.571;1;1;0.143;0;0;0;0;0;0;0;0;0
261;0;0;0;15;15;0.833;2;2;0.111;1;1;0.056;0;0;0;0;0;0;0;0;0
262;0;0;0;30;30;0.882;3;3;0.088;1;1;0.029;0;0;0;0;0;0;0;0;0
263;0;0;0;3;3;0.429;3;3;0.429;1;1;0.143;0;0;0;0;0;0;0;0;0
264;0;0;0;43;43;0.956;1;1;0.022;1;1;0.022;0;0;0;0;0;0;0;0;0
265;0;0;0;2;2;0.1;17;17;0.85;1;1;0.05;0;0;0;0;0;0;0;0;0
267;0;0;0;50;50;0.909;4;4;0.073;1;1;0.018;0;0;0;0;0;0;0;0;0
268;0;0;0;4;4;0.571;2;2;0.286;1;1;0.143;0;0;0;0;0;0;0;0;0
269;0;0;0;4;4;0.364;6;6;0.545;1;1;0.091;0;0;0;0;0;0;0;0;0
270;0;0;0;8;7;0.636;3;2;0.182;1;1;0.091;0;0;0;0;0;0;0;0;0
271;0;0;0;14;14;0.538;11;11;0.423;1;1;0.038;0;0;0;0;0;0;0;0;0
272;0;0;0;11;11;0.733;3;3;0.2;1;1;0.067;0;0;0;0;0;0;0;0;0
273;0;0;0;10;10;0.714;3;3;0.214;1;1;0.071;0;0;0;0;0;0;0;0;0
274;0;0;0;1;1;0.143;5;5;0.714;1;1;0.143;0;0;0;0;0;0;0;0;0
275;0;0;0;2;1;0.143;5;4;0.571;1;1;0.143;0;0;0;0;0;0;0;0;0
276;0;0;0;1;1;0.2;2;2;0.4;2;2;0.4;0;0;0;0;0;0;0;0;0
277;0;0;0;2;1;0.032;20;19;0.613;10;10;0.323;0;0;0;0;0;0;0;0;0
279;0;0;0;5;5;0.625;2;2;0.25;1;1;0.125;0;0;0;0;0;0;0;0;0
280;0;0;0;13;13;0.722;3;3;0.167;2;2;0.111;0;0;0;0;0;0;0;0;0
281;0;0;0;8;7;0.2;20;16;0.457;11;8;0.229;0;0;0;0;0;0;0;0;0
282;0;0;0;4;4;0.364;7;6;0.545;1;0;0;0;0;0;0;0;0;0;0;0
283;0;0;0;2;1;0.333;1;0;0;1;1;0.333;0;0;0;0;0;0;0;0;0
284;0;0;0;2;1;0.2;2;1;0.2;2;2;0.4;0;0;0;0;0;0;0;0;0
285;0;0;0;3;3;0.214;10;10;0.714;1;1;0.071;0;0;0;0;0;0;0;0;0
286;0;0;0;6;5;0.139;31;30;0.833;1;0;0;0;0;0;0;0;0;0;0;0
287;0;0;0;4;4;0.667;1;1;0.167;1;1;0.167;0;0;0;0;0;0;0;0;0
288;0;0;0;54;54;0.947;2;2;0.035;1;1;0.018;0;0;0;0;0;0;0;0;0
289;0;0;0;39;38;0.884;2;2;0.047;3;2;0.047;0;0;0;0;0;0;0;0;0
290;0;0;0;5;5;0.455;5;5;0.455;1;1;0.091;0;0;0;0;0;0;0;0;0
291;0;0;0;2;2;0.222;6;6;0.667;1;1;0.111;0;0;0;0;0;0;0;0;0
292;0;0;0;3;3;0.6;1;1;0.2;1;1;0.2;0;0;0;0;0;0;0;0;0
293;0;0;0;11;10;0.769;1;1;0.077;2;1;0.077;0;0;0;0;0;0;0;0;0
294;0;0;0;8;8;0.727;2;2;0.182;1;1;0.091;0;0;0;0;0;0;0;0;0
295;0;0;0;7;6;0.545;4;4;0.364;1;0;0;0;0;0;0;0;0;0;0;0
297;0;0;0;4;4;0.571;2;2;0.286;1;1;0.143;0;0;0;0;0;0;0;0;0
298;0;0;0;22;22;0.71;7;7;0.226;2;2;0.065;0;0;0;0;0;0;0;0;0
299;0;0;0;47;47;0.887;5;5;0.094;1;1;0.019;0;0;0;0;0;0;0;0;0
300;0;0;0;1;1;0.091;9;9;0.818;1;1;0.091;0;0;0;0;0;0;0;0;0
301;0;0;0;27;25;0.758;7;5;0.152;1;1;0.03;0;0;0;0;0;0;0;0;0
302;0;0;0;3;3;0.3;6;6;0.6;1;1;0.1;0;0;0;0;0;0;0;0;0
303;0;0;0;1;1;0.091;3;3;0.273;7;7;0.636;0;0;0;0;0;0;0;0;0
304;0;0;0;4;4;0.4;5;5;0.5;1;1;0.1;0;0;0;0;0;0;0;0;0
305;0;0;0;5;5;0.625;2;2;0.25;1;1;0.125;0;0;0;0;0;0;0;0;0
306;0;0;0;2;2;0.154;10;10;0.769;1;1;0.077;0;0;0;0;0;0;0;0;0
307;0;0;0;9;9;0.818;1;1;0.091;1;1;0.091;0;0;0;0;0;0;0;0;0
309;0;0;0;2;2;0.333;3;3;0.5;1;1;0.167;0;0;0;0;0;0;0;0;0
310;0;0;0;14;14;0.636;7;7;0.318;1;1;0.045;0;0;0;0;0;0;0;0;0
312;0;0;0;2;2;0.5;1;1;0.25;1;1;0.25;0;0;0;0;0;0;0;0;0
313;0;0;0;38;38;0.864;5;5;0.114;1;1;0.023;0;0;0;0;0;0;0;0;0
314;0;0;0;3;2;0.154;8;8;0.615;3;2;0.154;0;0;0;0;0;0;0;0;0
315;0;0;0;19;19;0.826;1;1;0.043;3;3;0.13;0;0;0;0;0;0;0;0;0
316;0;0;0;18;16;0.593;10;8;0.296;1;1;0.037;0;0;0;0;0;0;0;0;0
318;0;0;0;10;9;0.692;2;2;0.154;2;1;0.077;0;0;0;0;0;0;0;0;0
319;0;0;0;27;25;0.833;4;3;0.1;1;0;0;0;0;0;0;0;0;0;0;0
320;0;0;0;26;25;0.714;7;7;0.2;3;2;0.057;0;0;0;0;0;0;0;0;0
321;0;0;0;5;4;0.267;10;10;0.667;1;0;0;0;0;0;0;0;0;0;0;0
323;0;0;0;4;4;0.25;6;6;0.375;6;6;0.375;0;0;0;0;0;0;0;0;0
324;0;0;0;54;54;0.857;8;8;0.127;1;1;0.016;0;0;0;0;0;0;0;0;0
328;0;0;0;4;3;0.273;8;7;0.636;1;0;0;0;0;0;0;0;0;0;0;0
332;0;0;0;16;15;0.714;5;4;0.19;1;1;0.048;0;0;0;0;0;0;0;0;0
335;0;0;0;10;9;0.562;4;4;0.25;3;2;0.125;0;0;0;0;0;0;0;0;0
336;0;0;0;12;12;0.857;1;1;0.071;1;1;0.071;0;0;0;0;0;0;0;0;0
337;0;0;0;16;15;0.75;3;2;0.1;2;2;0.1;0;0;0;0;0;0;0;0;0
339;0;0;0;5;5;0.294;11;11;0.647;1;1;0.059;0;0;0;0;0;0;0;0;0
340;0;0;0;19;19;0.864;2;2;0.091;1;1;0.045;0;0;0;0;0;0;0;0;0
341;0;0;0;10;10;0.5;9;9;0.45;1;1;0.05;0;0;0;0;0;0;0;0;0
342;0;0;0;3;3;0.25;8;8;0.667;1;1;0.083;0;0;0;0;0;0;0;0;0
343;0;0;0;20;20;0.645;10;10;0.323;1;1;0.032;0;0;0;0;0;0;0;0;0
344;0;0;0;9;9;0.75;2;2;0.167;1;1;0.083;0;0;0;0;0;0;0;0;0
345;0;0;0;35;35;0.66;17;17;0.321;1;1;0.019;0;0;0;0;0;0;0;0;0
346;0;0;0;8;8;0.571;5;5;0.357;1;1;0.071;0;0;0;0;0;0;0;0;0
347;0;0;0;6;6;0.545;4;4;0.364;1;1;0.091;0;0;0;0;0;0;0;0;0
348;0;0;0;5;5;0.167;24;24;0.8;1;1;0.033;0;0;0;0;0;0;0;0;0
349;0;0;0;5;5;0.455;5;5;0.455;1;1;0.091;0;0;0;0;0;0;0;0;0
350;0;0;0;17;16;0.889;2;1;0.056;0;0;0;0;0;0;0;0;0;0;0;0
351;0;0;0;1;1;0.5;1;1;0.5;0;0;0;0;0;0;0;0;0;0;0;0
352;0;0;0;27;27;0.9;3;3;0.1;0;0;0;0;0;0;0;0;0;0;0;0
353;0;0;0;3;3;0.75;1;1;0.25;0;0;0;0;0;0;0;0;0;0;0;0
354;0;0;0;9;8;0.667;4;3;0.25;0;0;0;0;0;0;0;0;0;0;0;0
355;0;0;0;27;26;0.897;3;2;0.069;0;0;0;0;0;0;0;0;0;0;0;0
356;0;0;0;40;40;0.976;1;1;0.024;0;0;0;0;0;0;0;0;0;0;0;0
357;0;0;0;4;4;0.667;2;2;0.333;0;0;0;0;0;0;0;0;0;0;0;0
358;0;0;0;3;2;0.133;13;12;0.8;0;0;0;0;0;0;0;0;0;0;0;0
359;0;0;0;7;7;0.778;2;2;0.222;0;0;0;0;0;0;0;0;0;0;0;0
360;0;0;0;5;5;0.714;2;2;0.286;0;0;0;0;0;0;0;0;0;0;0;0
363;0;0;0;2;2;0.333;4;4;0.667;0;0;0;0;0;0;0;0;0;0;0;0
364;0;0;0;8;8;0.471;9;9;0.529;0;0;0;0;0;0;0;0;0;0;0;0
365;0;0;0;9;8;0.5;8;7;0.438;0;0;0;0;0;0;0;0;0;0;0;0
366;0;0;0;9;9;0.474;10;10;0.526;0;0;0;0;0;0;0;0;0;0;0;0
367;0;0;0;25;25;0.893;3;3;0.107;0;0;0;0;0;0;0;0;0;0;0;0
368;0;0;0;5;4;0.4;6;5;0.5;0;0;0;0;0;0;0;0;0;0;0;0
370;0;0;0;1;1;0.2;4;4;0.8;0;0;0;0;0;0;0;0;0;0;0;0
371;0;0;0;3;3;0.375;5;5;0.625;0;0;0;0;0;0;0;0;0;0;0;0
372;0;0;0;4;4;0.364;7;7;0.636;0;0;0;0;0;0;0;0;0;0;0;0
373;0;0;0;46;46;0.885;6;6;0.115;0;0;0;0;0;0;0;0;0;0;0;0
374;0;0;0;2;2;0.133;13;13;0.867;0;0;0;0;0;0;0;0;0;0;0;0
375;0;0;0;2;1;0.077;12;11;0.846;0;0;0;0;0;0;0;0;0;0;0;0
376;0;0;0;11;11;0.733;4;4;0.267;0;0;0;0;0;0;0;0;0;0;0;0
377;0;0;0;11;11;0.846;2;2;0.154;0;0;0;0;0;0;0;0;0;0;0;0
378;0;0;0;3;3;0.5;3;3;0.5;0;0;0;0;0;0;0;0;0;0;0;0
379;0;0;0;21;20;0.465;23;22;0.512;0;0;0;0;0;0;0;0;0;0;0;0
380;0;0;0;17;16;0.941;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
381;0;0;0;10;10;0.833;2;2;0.167;0;0;0;0;0;0;0;0;0;0;0;0
382;0;0;0;3;2;0.133;13;12;0.8;0;0;0;0;0;0;0;0;0;0;0;0
383;0;0;0;2;2;0.143;12;12;0.857;0;0;0;0;0;0;0;0;0;0;0;0
384;0;0;0;12;12;0.462;14;14;0.538;0;0;0;0;0;0;0;0;0;0;0;0
386;0;0;0;28;27;0.844;5;4;0.125;0;0;0;0;0;0;0;0;0;0;0;0
387;0;0;0;4;4;0.5;4;4;0.5;0;0;0;0;0;0;0;0;0;0;0;0
388;0;0;0;23;23;0.793;6;6;0.207;0;0;0;0;0;0;0;0;0;0;0;0
389;0;0;0;2;1;0.2;4;3;0.6;0;0;0;0;0;0;0;0;0;0;0;0
390;0;0;0;6;6;0.429;8;8;0.571;0;0;0;0;0;0;0;0;0;0;0;0
391;0;0;0;2;2;0.667;1;1;0.333;0;0;0;0;0;0;0;0;0;0;0;0
392;0;0;0;4;4;0.8;1;1;0.2;0;0;0;0;0;0;0;0;0;0;0;0
393;0;0;0;65;65;0.929;5;5;0.071;0;0;0;0;0;0;0;0;0;0;0;0
394;0;0;0;4;4;0.8;1;1;0.2;0;0;0;0;0;0;0;0;0;0;0;0
395;0;0;0;1;1;0.167;5;5;0.833;0;0;0;0;0;0;0;0;0;0;0;0
396;0;0;0;16;16;0.889;2;2;0.111;0;0;0;0;0;0;0;0;0;0;0;0
397;0;0;0;14;14;0.824;3;3;0.176;0;0;0;0;0;0;0;0;0;0;0;0
400;0;0;0;7;7;0.778;2;2;0.222;0;0;0;0;0;0;0;0;0;0;0;0
401;0;0;0;11;11;0.786;3;3;0.214;0;0;0;0;0;0;0;0;0;0;0;0
410;0;0;0;2;1;0.25;3;2;0.5;0;0;0;0;0;0;0;0;0;0;0;0
411;0;0;0;17;17;0.895;2;2;0.105;0;0;0;0;0;0;0;0;0;0;0;0
412;0;0;0;2;1;0.125;7;6;0.75;0;0;0;0;0;0;0;0;0;0;0;0
413;0;0;0;21;20;0.769;6;5;0.192;0;0;0;0;0;0;0;0;0;0;0;0
414;0;0;0;6;6;0.545;5;5;0.455;0;0;0;0;0;0;0;0;0;0;0;0
415;0;0;0;3;3;0.5;3;3;0.5;0;0;0;0;0;0;0;0;0;0;0;0
416;0;0;0;9;9;0.643;5;5;0.357;0;0;0;0;0;0;0;0;0;0;0;0
417;0;0;0;1;1;0.026;38;38;0.974;0;0;0;0;0;0;0;0;0;0;0;0
418;0;0;0;40;39;0.83;8;7;0.149;0;0;0;0;0;0;0;0;0;0;0;0
419;0;0;0;3;2;0.125;14;13;0.812;0;0;0;0;0;0;0;0;0;0;0;0
420;0;0;0;87;86;0.956;4;3;0.033;0;0;0;0;0;0;0;0;0;0;0;0
421;0;0;0;6;5;0.25;15;14;0.7;0;0;0;0;0;0;0;0;0;0;0;0
422;0;0;0;10;10;0.556;8;8;0.444;0;0;0;0;0;0;0;0;0;0;0;0
423;0;0;0;19;19;0.475;21;21;0.525;0;0;0;0;0;0;0;0;0;0;0;0
424;0;0;0;2;2;0.667;1;1;0.333;0;0;0;0;0;0;0;0;0;0;0;0
425;0;0;0;64;63;0.926;5;4;0.059;0;0;0;0;0;0;0;0;0;0;0;0
426;0;0;0;31;31;0.939;2;2;0.061;0;0;0;0;0;0;0;0;0;0;0;0
427;0;0;0;3;3;0.429;4;4;0.571;0;0;0;0;0;0;0;0;0;0;0;0
429;0;0;0;28;27;0.844;5;4;0.125;0;0;0;0;0;0;0;0;0;0;0;0
430;0;0;0;2;2;0.25;6;6;0.75;0;0;0;0;0;0;0;0;0;0;0;0
431;0;0;0;2;2;0.286;5;5;0.714;0;0;0;0;0;0;0;0;0;0;0;0
432;0;0;0;3;2;0.5;2;1;0.25;0;0;0;0;0;0;0;0;0;0;0;0
434;0;0;0;2;2;0.25;6;6;0.75;0;0;0;0;0;0;0;0;0;0;0;0
435;0;0;0;62;62;0.939;4;4;0.061;0;0;0;0;0;0;0;0;0;0;0;0
436;0;0;0;4;4;0.8;1;1;0.2;0;0;0;0;0;0;0;0;0;0;0;0
439;0;0;0;2;1;0.077;12;11;0.846;0;0;0;0;0;0;0;0;0;0;0;0
440;0;0;0;23;23;0.821;5;5;0.179;0;0;0;0;0;0;0;0;0;0;0;0
441;0;0;0;7;7;0.875;1;1;0.125;0;0;0;0;0;0;0;0;0;0;0;0
453;0;0;0;15;14;0.778;4;3;0.167;0;0;0;0;0;0;0;0;0;0;0;0
454;0;0;0;2;2;0.2;8;8;0.8;0;0;0;0;0;0;0;0;0;0;0;0
455;0;0;0;5;4;0.167;20;19;0.792;0;0;0;0;0;0;0;0;0;0;0;0
456;0;0;0;2;2;0.4;3;3;0.6;0;0;0;0;0;0;0;0;0;0;0;0
457;0;0;0;2;2;0.5;2;2;0.5;0;0;0;0;0;0;0;0;0;0;0;0
458;0;0;0;12;12;0.75;4;4;0.25;0;0;0;0;0;0;0;0;0;0;0;0
459;0;0;0;12;12;0.571;9;9;0.429;0;0;0;0;0;0;0;0;0;0;0;0
460;0;0;0;40;40;0.909;4;4;0.091;0;0;0;0;0;0;0;0;0;0;0;0
461;0;0;0;3;3;0.5;3;3;0.5;0;0;0;0;0;0;0;0;0;0;0;0
462;0;0;0;3;3;0.6;2;2;0.4;0;0;0;0;0;0;0;0;0;0;0;0
463;0;0;0;3;2;0.133;13;12;0.8;0;0;0;0;0;0;0;0;0;0;0;0
464;0;0;0;2;2;0.667;1;1;0.333;0;0;0;0;0;0;0;0;0;0;0;0
465;0;0;0;34;33;0.846;6;5;0.128;0;0;0;0;0;0;0;0;0;0;0;0
466;0;0;0;64;64;0.889;8;8;0.111;0;0;0;0;0;0;0;0;0;0;0;0
467;0;0;0;19;19;0.826;4;4;0.174;0;0;0;0;0;0;0;0;0;0;0;0
469;0;0;0;18;18;0.9;2;2;0.1;0;0;0;0;0;0;0;0;0;0;0;0
470;0;0;0;14;14;0.933;1;1;0.067;0;0;0;0;0;0;0;0;0;0;0;0
471;0;0;0;10;10;0.345;19;19;0.655;0;0;0;0;0;0;0;0;0;0;0;0
472;0;0;0;4;3;0.273;8;7;0.636;0;0;0;0;0;0;0;0;0;0;0;0
473;0;0;0;3;3;0.75;1;1;0.25;0;0;0;0;0;0;0;0;0;0;0;0
474;0;0;0;19;18;0.857;3;2;0.095;0;0;0;0;0;0;0;0;0;0;0;0
475;0;0;0;3;3;0.5;3;3;0.5;0;0;0;0;0;0;0;0;0;0;0;0
476;0;0;0;2;2;0.154;11;11;0.846;0;0;0;0;0;0;0;0;0;0;0;0
477;0;0;0;4;3;0.375;5;4;0.5;0;0;0;0;0;0;0;0;0;0;0;0
478;0;0;0;5;5;0.833;1;1;0.167;0;0;0;0;0;0;0;0;0;0;0;0
479;0;0;0;8;6;0.75;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
480;0;0;0;17;16;0.552;13;12;0.414;0;0;0;0;0;0;0;0;0;0;0;0
481;0;0;0;4;4;0.333;8;8;0.667;0;0;0;0;0;0;0;0;0;0;0;0
482;0;0;0;2;1;0.2;4;3;0.6;0;0;0;0;0;0;0;0;0;0;0;0
483;0;0;0;5;5;0.556;4;4;0.444;0;0;0;0;0;0;0;0;0;0;0;0
484;0;0;0;5;5;0.5;5;5;0.5;0;0;0;0;0;0;0;0;0;0;0;0
485;0;0;0;149;147;0.98;3;1;0.007;0;0;0;0;0;0;0;0;0;0;0;0
486;0;0;0;27;26;0.491;27;26;0.491;0;0;0;0;0;0;0;0;0;0;0;0
487;0;0;0;21;21;0.875;3;3;0.125;0;0;0;0;0;0;0;0;0;0;0;0
488;0;0;0;34;34;0.944;2;2;0.056;0;0;0;0;0;0;0;0;0;0;0;0
489;0;0;0;2;2;0.667;1;1;0.333;0;0;0;0;0;0;0;0;0;0;0;0
490;0;0;0;5;4;0.138;25;24;0.828;0;0;0;0;0;0;0;0;0;0;0;0
491;0;0;0;4;4;0.571;3;3;0.429;0;0;0;0;0;0;0;0;0;0;0;0
492;0;0;0;3;3;0.375;5;5;0.625;0;0;0;0;0;0;0;0;0;0;0;0
493;0;0;0;2;1;0.1;9;8;0.8;0;0;0;0;0;0;0;0;0;0;0;0
494;0;0;0;64;64;0.955;3;3;0.045;0;0;0;0;0;0;0;0;0;0;0;0
495;0;0;0;21;21;0.913;2;2;0.087;0;0;0;0;0;0;0;0;0;0;0;0
497;0;0;0;3;3;0.3;7;7;0.7;0;0;0;0;0;0;0;0;0;0;0;0
498;0;0;0;11;11;0.846;2;2;0.154;0;0;0;0;0;0;0;0;0;0;0;0
499;0;0;0;5;5;0.833;1;1;0.167;0;0;0;0;0;0;0;0;0;0;0;0
500;0;0;0;15;15;0.75;5;5;0.25;0;0;0;0;0;0;0;0;0;0;0;0
501;0;0;0;20;19;0.905;2;1;0.048;0;0;0;0;0;0;0;0;0;0;0;0
502;0;0;0;9;9;0.6;6;6;0.4;0;0;0;0;0;0;0;0;0;0;0;0
503;0;0;0;1;1;0.045;21;21;0.955;0;0;0;0;0;0;0;0;0;0;0;0
504;0;0;0;10;10;0.526;9;9;0.474;0;0;0;0;0;0;0;0;0;0;0;0
505;0;0;0;58;58;0.935;4;4;0.065;0;0;0;0;0;0;0;0;0;0;0;0
506;0;0;0;9;8;0.727;3;2;0.182;0;0;0;0;0;0;0;0;0;0;0;0
507;0;0;0;2;2;0.667;1;1;0.333;0;0;0;0;0;0;0;0;0;0;0;0
508;0;0;0;1;1;0.333;2;2;0.667;0;0;0;0;0;0;0;0;0;0;0;0
509;0;0;0;3;3;0.75;1;1;0.25;0;0;0;0;0;0;0;0;0;0;0;0
510;0;0;0;2;2;0.333;4;4;0.667;0;0;0;0;0;0;0;0;0;0;0;0
511;0;0;0;13;13;0.867;2;2;0.133;0;0;0;0;0;0;0;0;0;0;0;0
512;0;0;0;11;11;0.917;1;1;0.083;0;0;0;0;0;0;0;0;0;0;0;0
513;0;0;0;2;2;0.667;1;1;0.333;0;0;0;0;0;0;0;0;0;0;0;0
514;0;0;0;2;2;0.667;1;1;0.333;0;0;0;0;0;0;0;0;0;0;0;0
515;0;0;0;4;4;0.8;1;1;0.2;0;0;0;0;0;0;0;0;0;0;0;0
516;0;0;0;4;4;0.8;1;1;0.2;0;0;0;0;0;0;0;0;0;0;0;0
518;0;0;0;39;38;0.927;3;2;0.049;0;0;0;0;0;0;0;0;0;0;0;0
519;0;0;0;4;4;0.8;1;1;0.2;0;0;0;0;0;0;0;0;0;0;0;0
520;0;0;0;2;2;0.5;2;2;0.5;0;0;0;0;0;0;0;0;0;0;0;0
521;0;0;0;1;1;0.5;1;1;0.5;0;0;0;0;0;0;0;0;0;0;0;0
522;0;0;0;67;67;0.985;1;1;0.015;0;0;0;0;0;0;0;0;0;0;0;0
524;0;0;0;7;7;0.875;1;1;0.125;0;0;0;0;0;0;0;0;0;0;0;0
525;0;0;0;14;14;0.933;1;1;0.067;0;0;0;0;0;0;0;0;0;0;0;0
526;0;0;0;2;2;0.667;1;1;0.333;0;0;0;0;0;0;0;0;0;0;0;0
527;0;0;0;1;1;0.5;1;1;0.5;0;0;0;0;0;0;0;0;0;0;0;0
528;0;0;0;58;58;0.983;1;1;0.017;0;0;0;0;0;0;0;0;0;0;0;0
530;0;0;0;30;30;0.968;1;1;0.032;0;0;0;0;0;0;0;0;0;0;0;0
531;0;0;0;1;1;0.5;1;1;0.5;0;0;0;0;0;0;0;0;0;0;0;0
532;0;0;0;9;9;0.818;2;2;0.182;0;0;0;0;0;0;0;0;0;0;0;0
