Layer name;Wed_Mar_24_02_11_55_2004---Sat_Apr_24_00_30_38_2004;Wed_Mar_24_02_11_55_2004---Sat_Apr_24_00_30_38_2004;Wed_Mar_24_02_11_55_2004---Sat_Apr_24_00_30_38_2004;Sat_Apr_24_00_57_38_2004---Mon_May_24_21_44_12_2004;Sat_Apr_24_00_57_38_2004---Mon_May_24_21_44_12_2004;Sat_Apr_24_00_57_38_2004---Mon_May_24_21_44_12_2004;Mon_May_24_21_48_09_2004---Thu_Jun_24_18_43_14_2004;Mon_May_24_21_48_09_2004---Thu_Jun_24_18_43_14_2004;Mon_May_24_21_48_09_2004---Thu_Jun_24_18_43_14_2004;Thu_Jun_24_21_25_43_2004---Sun_Jul_25_15_52_25_2004;Thu_Jun_24_21_25_43_2004---Sun_Jul_25_15_52_25_2004;Thu_Jun_24_21_25_43_2004---Sun_Jul_25_15_52_25_2004;Sun_Jul_25_16_22_15_2004---Wed_Aug_25_13_23_15_2004;Sun_Jul_25_16_22_15_2004---Wed_Aug_25_13_23_15_2004;Sun_Jul_25_16_22_15_2004---Wed_Aug_25_13_23_15_2004;Wed_Aug_25_15_03_21_2004---Sat_Sep_25_10_18_52_2004;Wed_Aug_25_15_03_21_2004---Sat_Sep_25_10_18_52_2004;Wed_Aug_25_15_03_21_2004---Sat_Sep_25_10_18_52_2004;Sat_Sep_25_16_29_27_2004---Tue_Oct_26_07_52_22_2004;Sat_Sep_25_16_29_27_2004---Tue_Oct_26_07_52_22_2004;Sat_Sep_25_16_29_27_2004---Tue_Oct_26_07_52_22_2004
329;1.0;0.0;0.0;2.0;1.0;0.056;8.0;7.0;0.389;6.0;5.0;0.278;1.0;1.0;0.056;2.0;1.0;0.056;1.0;1.0;0.056
327;1.0;0.0;0.0;6.0;5.0;0.385;3.0;3.0;0.231;1.0;1.0;0.077;1.0;1.0;0.077;1.0;1.0;0.077;1.0;1.0;0.077
815;1.0;0.0;0.0;16.0;16.0;0.615;1.0;1.0;0.038;2.0;2.0;0.077;5.0;4.0;0.154;2.0;1.0;0.038;1.0;1.0;0.038
2;0.0;0.0;0.0;3.0;3.0;0.3;2.0;2.0;0.2;2.0;2.0;0.2;1.0;1.0;0.1;1.0;1.0;0.1;1.0;1.0;0.1
3;0.0;0.0;0.0;3.0;3.0;0.167;1.0;1.0;0.056;2.0;2.0;0.111;1.0;1.0;0.056;10.0;10.0;0.556;1.0;1.0;0.056
4;0.0;0.0;0.0;9.0;9.0;0.562;2.0;2.0;0.125;1.0;1.0;0.062;2.0;2.0;0.125;1.0;1.0;0.062;1.0;1.0;0.062
5;0.0;0.0;0.0;23.0;21.0;0.447;6.0;6.0;0.128;2.0;2.0;0.043;1.0;1.0;0.021;16.0;14.0;0.298;1.0;1.0;0.021
6;0.0;0.0;0.0;15.0;13.0;0.169;7.0;5.0;0.065;1.0;0.0;0.0;56.0;52.0;0.675;2.0;2.0;0.026;1.0;0.0;0.0
8;0.0;0.0;0.0;30.0;29.0;0.63;9.0;8.0;0.174;6.0;5.0;0.109;1.0;0.0;0.0;1.0;1.0;0.022;1.0;1.0;0.022
9;0.0;0.0;0.0;7.0;7.0;0.412;5.0;5.0;0.294;3.0;3.0;0.176;1.0;1.0;0.059;1.0;1.0;0.059;0.0;0.0;0.0
10;0.0;0.0;0.0;11.0;9.0;0.273;19.0;19.0;0.576;2.0;2.0;0.061;2.0;1.0;0.03;1.0;0.0;0.0;0.0;0.0;0.0
11;0.0;0.0;0.0;11.0;11.0;0.458;8.0;7.0;0.292;1.0;1.0;0.042;4.0;3.0;0.125;1.0;1.0;0.042;0.0;0.0;0.0
12;0.0;0.0;0.0;16.0;16.0;0.39;20.0;20.0;0.488;1.0;1.0;0.024;3.0;3.0;0.073;1.0;1.0;0.024;0.0;0.0;0.0
13;0.0;0.0;0.0;12.0;12.0;0.522;5.0;5.0;0.217;1.0;1.0;0.043;3.0;3.0;0.13;2.0;2.0;0.087;0.0;0.0;0.0
14;0.0;0.0;0.0;12.0;12.0;0.6;2.0;2.0;0.1;2.0;2.0;0.1;1.0;1.0;0.05;3.0;3.0;0.15;0.0;0.0;0.0
16;0.0;0.0;0.0;21.0;20.0;0.435;4.0;4.0;0.087;3.0;3.0;0.065;18.0;16.0;0.348;2.0;1.0;0.022;0.0;0.0;0.0
17;0.0;0.0;0.0;9.0;9.0;0.429;5.0;5.0;0.238;6.0;6.0;0.286;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
18;0.0;0.0;0.0;36.0;35.0;0.7;11.0;11.0;0.22;1.0;1.0;0.02;1.0;1.0;0.02;2.0;1.0;0.02;0.0;0.0;0.0
19;0.0;0.0;0.0;110.0;110.0;0.887;11.0;11.0;0.089;1.0;1.0;0.008;1.0;1.0;0.008;1.0;1.0;0.008;0.0;0.0;0.0
20;0.0;0.0;0.0;38.0;38.0;0.76;9.0;9.0;0.18;1.0;1.0;0.02;1.0;1.0;0.02;1.0;1.0;0.02;0.0;0.0;0.0
21;0.0;0.0;0.0;10.0;9.0;0.346;6.0;5.0;0.192;9.0;9.0;0.346;1.0;1.0;0.038;1.0;1.0;0.038;0.0;0.0;0.0
23;0.0;0.0;0.0;2.0;2.0;0.105;10.0;10.0;0.526;1.0;1.0;0.053;4.0;4.0;0.211;2.0;2.0;0.105;0.0;0.0;0.0
24;0.0;0.0;0.0;3.0;3.0;0.188;6.0;6.0;0.375;3.0;3.0;0.188;1.0;1.0;0.062;3.0;3.0;0.188;0.0;0.0;0.0
25;0.0;0.0;0.0;4.0;4.0;0.211;6.0;6.0;0.316;1.0;1.0;0.053;1.0;1.0;0.053;7.0;7.0;0.368;0.0;0.0;0.0
27;0.0;0.0;0.0;29.0;28.0;0.8;3.0;2.0;0.057;1.0;1.0;0.029;2.0;2.0;0.057;1.0;1.0;0.029;0.0;0.0;0.0
28;0.0;0.0;0.0;10.0;10.0;0.238;28.0;28.0;0.667;1.0;1.0;0.024;2.0;2.0;0.048;1.0;1.0;0.024;0.0;0.0;0.0
30;0.0;0.0;0.0;91.0;91.0;0.929;4.0;4.0;0.041;1.0;1.0;0.01;1.0;1.0;0.01;1.0;1.0;0.01;0.0;0.0;0.0
31;0.0;0.0;0.0;3.0;3.0;0.176;4.0;4.0;0.235;5.0;5.0;0.294;1.0;1.0;0.059;4.0;4.0;0.235;0.0;0.0;0.0
32;0.0;0.0;0.0;3.0;3.0;0.2;2.0;2.0;0.133;8.0;8.0;0.533;1.0;1.0;0.067;1.0;1.0;0.067;0.0;0.0;0.0
33;0.0;0.0;0.0;16.0;15.0;0.714;1.0;1.0;0.048;2.0;2.0;0.095;1.0;1.0;0.048;2.0;1.0;0.048;0.0;0.0;0.0
44;0.0;0.0;0.0;17.0;17.0;0.739;2.0;2.0;0.087;1.0;1.0;0.043;1.0;1.0;0.043;2.0;2.0;0.087;0.0;0.0;0.0
45;0.0;0.0;0.0;4.0;3.0;0.333;3.0;2.0;0.222;1.0;1.0;0.111;1.0;1.0;0.111;1.0;1.0;0.111;0.0;0.0;0.0
46;0.0;0.0;0.0;4.0;4.0;0.25;5.0;5.0;0.312;5.0;5.0;0.312;1.0;1.0;0.062;1.0;1.0;0.062;0.0;0.0;0.0
47;0.0;0.0;0.0;17.0;16.0;0.571;1.0;1.0;0.036;1.0;1.0;0.036;1.0;0.0;0.0;10.0;9.0;0.321;0.0;0.0;0.0
48;0.0;0.0;0.0;22.0;22.0;0.468;17.0;16.0;0.34;2.0;1.0;0.021;3.0;3.0;0.064;4.0;4.0;0.085;0.0;0.0;0.0
49;0.0;0.0;0.0;2.0;2.0;0.222;5.0;4.0;0.444;1.0;0.0;0.0;1.0;1.0;0.111;1.0;1.0;0.111;0.0;0.0;0.0
60;0.0;0.0;0.0;1.0;1.0;0.04;8.0;8.0;0.32;14.0;14.0;0.56;1.0;1.0;0.04;1.0;1.0;0.04;0.0;0.0;0.0
61;0.0;0.0;0.0;4.0;3.0;0.12;3.0;2.0;0.08;10.0;10.0;0.4;2.0;2.0;0.08;7.0;7.0;0.28;0.0;0.0;0.0
62;0.0;0.0;0.0;9.0;9.0;0.643;2.0;2.0;0.143;1.0;1.0;0.071;1.0;1.0;0.071;1.0;1.0;0.071;0.0;0.0;0.0
63;0.0;0.0;0.0;4.0;4.0;0.308;2.0;2.0;0.154;4.0;4.0;0.308;2.0;2.0;0.154;1.0;1.0;0.077;0.0;0.0;0.0
64;0.0;0.0;0.0;39.0;36.0;0.571;22.0;19.0;0.302;4.0;3.0;0.048;1.0;1.0;0.016;1.0;0.0;0.0;0.0;0.0;0.0
65;0.0;0.0;0.0;7.0;7.0;0.368;9.0;9.0;0.474;1.0;1.0;0.053;1.0;1.0;0.053;1.0;1.0;0.053;0.0;0.0;0.0
66;0.0;0.0;0.0;4.0;4.0;0.069;52.0;51.0;0.879;1.0;0.0;0.0;1.0;1.0;0.017;1.0;1.0;0.017;0.0;0.0;0.0
67;0.0;0.0;0.0;7.0;7.0;0.5;2.0;2.0;0.143;1.0;1.0;0.071;2.0;2.0;0.143;2.0;2.0;0.143;0.0;0.0;0.0
68;0.0;0.0;0.0;23.0;23.0;0.657;5.0;5.0;0.143;3.0;3.0;0.086;1.0;1.0;0.029;3.0;3.0;0.086;0.0;0.0;0.0
69;0.0;0.0;0.0;4.0;3.0;0.231;7.0;6.0;0.462;1.0;1.0;0.077;1.0;1.0;0.077;1.0;1.0;0.077;0.0;0.0;0.0
70;0.0;0.0;0.0;28.0;28.0;0.56;16.0;16.0;0.32;4.0;4.0;0.08;1.0;1.0;0.02;1.0;1.0;0.02;0.0;0.0;0.0
71;0.0;0.0;0.0;55.0;54.0;0.844;4.0;4.0;0.062;2.0;2.0;0.031;2.0;2.0;0.031;2.0;1.0;0.016;0.0;0.0;0.0
72;0.0;0.0;0.0;47.0;47.0;0.671;16.0;16.0;0.229;2.0;2.0;0.029;4.0;4.0;0.057;1.0;1.0;0.014;0.0;0.0;0.0
73;0.0;0.0;0.0;3.0;3.0;0.3;4.0;4.0;0.4;1.0;1.0;0.1;1.0;1.0;0.1;1.0;1.0;0.1;0.0;0.0;0.0
74;0.0;0.0;0.0;59.0;59.0;0.711;21.0;21.0;0.253;1.0;1.0;0.012;1.0;1.0;0.012;1.0;1.0;0.012;0.0;0.0;0.0
75;0.0;0.0;0.0;2.0;2.0;0.133;11.0;10.0;0.667;1.0;0.0;0.0;1.0;1.0;0.067;1.0;1.0;0.067;0.0;0.0;0.0
76;0.0;0.0;0.0;14.0;13.0;0.361;14.0;13.0;0.361;1.0;1.0;0.028;3.0;3.0;0.083;6.0;4.0;0.111;0.0;0.0;0.0
77;0.0;0.0;0.0;1.0;0.0;0.0;26.0;23.0;0.767;2.0;2.0;0.067;1.0;1.0;0.033;3.0;1.0;0.033;0.0;0.0;0.0
78;0.0;0.0;0.0;28.0;28.0;0.757;7.0;5.0;0.135;1.0;1.0;0.027;2.0;0.0;0.0;1.0;1.0;0.027;0.0;0.0;0.0
80;0.0;0.0;0.0;27.0;27.0;0.794;1.0;0.0;0.0;3.0;3.0;0.088;2.0;1.0;0.029;2.0;2.0;0.059;0.0;0.0;0.0
81;0.0;0.0;0.0;2.0;2.0;0.125;8.0;8.0;0.5;4.0;4.0;0.25;1.0;1.0;0.062;1.0;1.0;0.062;0.0;0.0;0.0
82;0.0;0.0;0.0;20.0;19.0;0.559;8.0;7.0;0.206;2.0;2.0;0.059;4.0;4.0;0.118;1.0;1.0;0.029;0.0;0.0;0.0
83;0.0;0.0;0.0;1.0;1.0;0.111;4.0;4.0;0.444;2.0;2.0;0.222;1.0;1.0;0.111;1.0;1.0;0.111;0.0;0.0;0.0
84;0.0;0.0;0.0;3.0;3.0;0.188;7.0;6.0;0.375;1.0;1.0;0.062;5.0;4.0;0.25;1.0;1.0;0.062;0.0;0.0;0.0
85;0.0;0.0;0.0;5.0;5.0;0.25;11.0;11.0;0.55;2.0;2.0;0.1;1.0;1.0;0.05;1.0;1.0;0.05;0.0;0.0;0.0
87;0.0;0.0;0.0;8.0;8.0;0.211;9.0;9.0;0.237;1.0;1.0;0.026;1.0;0.0;0.0;20.0;19.0;0.5;0.0;0.0;0.0
88;0.0;0.0;0.0;3.0;1.0;0.083;5.0;3.0;0.25;5.0;5.0;0.417;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
89;0.0;0.0;0.0;20.0;19.0;0.576;11.0;10.0;0.303;1.0;1.0;0.03;1.0;1.0;0.03;1.0;1.0;0.03;0.0;0.0;0.0
90;0.0;0.0;0.0;23.0;22.0;0.5;5.0;4.0;0.091;2.0;2.0;0.045;15.0;14.0;0.318;1.0;1.0;0.023;0.0;0.0;0.0
91;0.0;0.0;0.0;25.0;22.0;0.407;24.0;23.0;0.426;5.0;5.0;0.093;2.0;0.0;0.0;1.0;1.0;0.019;0.0;0.0;0.0
92;0.0;0.0;0.0;14.0;13.0;0.342;22.0;22.0;0.579;1.0;1.0;0.026;1.0;0.0;0.0;1.0;1.0;0.026;0.0;0.0;0.0
93;0.0;0.0;0.0;1.0;1.0;0.05;16.0;16.0;0.8;1.0;1.0;0.05;1.0;1.0;0.05;1.0;1.0;0.05;0.0;0.0;0.0
95;0.0;0.0;0.0;6.0;6.0;0.4;5.0;5.0;0.333;2.0;2.0;0.133;1.0;1.0;0.067;1.0;1.0;0.067;0.0;0.0;0.0
96;0.0;0.0;0.0;21.0;21.0;0.525;15.0;15.0;0.375;2.0;2.0;0.05;1.0;1.0;0.025;1.0;1.0;0.025;0.0;0.0;0.0
97;0.0;0.0;0.0;5.0;4.0;0.267;6.0;5.0;0.333;3.0;3.0;0.2;1.0;1.0;0.067;1.0;1.0;0.067;0.0;0.0;0.0
98;0.0;0.0;0.0;32.0;30.0;0.652;8.0;7.0;0.152;6.0;5.0;0.109;1.0;1.0;0.022;1.0;1.0;0.022;0.0;0.0;0.0
99;0.0;0.0;0.0;4.0;4.0;0.087;23.0;23.0;0.5;17.0;17.0;0.37;1.0;1.0;0.022;1.0;1.0;0.022;0.0;0.0;0.0
100;0.0;0.0;0.0;1.0;1.0;0.067;6.0;6.0;0.4;5.0;5.0;0.333;1.0;1.0;0.067;2.0;2.0;0.133;0.0;0.0;0.0
101;0.0;0.0;0.0;16.0;16.0;0.615;5.0;5.0;0.192;3.0;3.0;0.115;1.0;1.0;0.038;1.0;1.0;0.038;0.0;0.0;0.0
102;0.0;0.0;0.0;2.0;2.0;0.087;17.0;17.0;0.739;2.0;2.0;0.087;1.0;1.0;0.043;1.0;1.0;0.043;0.0;0.0;0.0
103;0.0;0.0;0.0;4.0;4.0;0.286;2.0;2.0;0.143;6.0;6.0;0.429;1.0;1.0;0.071;1.0;1.0;0.071;0.0;0.0;0.0
104;0.0;0.0;0.0;3.0;2.0;0.182;6.0;5.0;0.455;1.0;1.0;0.091;1.0;1.0;0.091;1.0;1.0;0.091;0.0;0.0;0.0
105;0.0;0.0;0.0;31.0;31.0;0.674;11.0;11.0;0.239;2.0;2.0;0.043;1.0;1.0;0.022;1.0;1.0;0.022;0.0;0.0;0.0
106;0.0;0.0;0.0;37.0;36.0;0.783;7.0;7.0;0.152;1.0;1.0;0.022;1.0;1.0;0.022;1.0;0.0;0.0;0.0;0.0;0.0
107;0.0;0.0;0.0;35.0;32.0;0.627;14.0;11.0;0.216;2.0;1.0;0.02;3.0;2.0;0.039;1.0;1.0;0.02;0.0;0.0;0.0
108;0.0;0.0;0.0;4.0;4.0;0.211;10.0;10.0;0.526;1.0;1.0;0.053;1.0;1.0;0.053;3.0;3.0;0.158;0.0;0.0;0.0
110;0.0;0.0;0.0;18.0;18.0;0.486;15.0;15.0;0.405;2.0;2.0;0.054;1.0;1.0;0.027;1.0;1.0;0.027;0.0;0.0;0.0
111;0.0;0.0;0.0;2.0;2.0;0.2;4.0;4.0;0.4;1.0;1.0;0.1;1.0;1.0;0.1;2.0;2.0;0.2;0.0;0.0;0.0
112;0.0;0.0;0.0;2.0;2.0;0.25;2.0;2.0;0.25;1.0;1.0;0.125;2.0;2.0;0.25;1.0;1.0;0.125;0.0;0.0;0.0
113;0.0;0.0;0.0;2.0;1.0;0.125;1.0;1.0;0.125;1.0;1.0;0.125;1.0;1.0;0.125;4.0;3.0;0.375;0.0;0.0;0.0
114;0.0;0.0;0.0;24.0;23.0;0.411;22.0;22.0;0.393;6.0;5.0;0.089;3.0;3.0;0.054;2.0;2.0;0.036;0.0;0.0;0.0
115;0.0;0.0;0.0;12.0;12.0;0.706;1.0;1.0;0.059;1.0;1.0;0.059;1.0;1.0;0.059;2.0;2.0;0.118;0.0;0.0;0.0
116;0.0;0.0;0.0;213.0;210.0;0.925;12.0;10.0;0.044;1.0;1.0;0.004;1.0;1.0;0.004;3.0;2.0;0.009;0.0;0.0;0.0
117;0.0;0.0;0.0;2.0;1.0;0.033;23.0;23.0;0.767;1.0;1.0;0.033;2.0;2.0;0.067;3.0;2.0;0.067;0.0;0.0;0.0
118;0.0;0.0;0.0;2.0;2.0;0.167;6.0;6.0;0.5;1.0;1.0;0.083;1.0;1.0;0.083;2.0;2.0;0.167;0.0;0.0;0.0
119;0.0;0.0;0.0;6.0;4.0;0.182;11.0;10.0;0.455;1.0;1.0;0.045;2.0;2.0;0.091;4.0;3.0;0.136;0.0;0.0;0.0
120;0.0;0.0;0.0;3.0;2.0;0.2;2.0;2.0;0.2;1.0;1.0;0.1;3.0;2.0;0.2;3.0;2.0;0.2;0.0;0.0;0.0
121;0.0;0.0;0.0;11.0;10.0;0.455;6.0;6.0;0.273;3.0;3.0;0.136;1.0;1.0;0.045;2.0;1.0;0.045;0.0;0.0;0.0
122;0.0;0.0;0.0;5.0;5.0;0.167;22.0;20.0;0.667;2.0;2.0;0.067;2.0;0.0;0.0;2.0;1.0;0.033;0.0;0.0;0.0
123;0.0;0.0;0.0;12.0;11.0;0.579;2.0;2.0;0.105;2.0;1.0;0.053;3.0;2.0;0.105;2.0;1.0;0.053;0.0;0.0;0.0
124;0.0;0.0;0.0;21.0;20.0;0.588;12.0;11.0;0.324;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.029;0.0;0.0;0.0
125;0.0;0.0;0.0;2.0;2.0;0.167;7.0;7.0;0.583;1.0;1.0;0.083;2.0;1.0;0.083;1.0;0.0;0.0;0.0;0.0;0.0
127;0.0;0.0;0.0;5.0;5.0;0.417;4.0;4.0;0.333;1.0;1.0;0.083;1.0;1.0;0.083;1.0;1.0;0.083;0.0;0.0;0.0
128;0.0;0.0;0.0;6.0;5.0;0.217;14.0;14.0;0.609;1.0;1.0;0.043;1.0;1.0;0.043;2.0;1.0;0.043;0.0;0.0;0.0
129;0.0;0.0;0.0;9.0;8.0;0.32;8.0;8.0;0.32;1.0;1.0;0.04;2.0;2.0;0.08;6.0;5.0;0.2;0.0;0.0;0.0
130;0.0;0.0;0.0;44.0;42.0;0.778;8.0;7.0;0.13;1.0;1.0;0.019;1.0;1.0;0.019;2.0;1.0;0.019;0.0;0.0;0.0
132;0.0;0.0;0.0;13.0;12.0;0.48;10.0;10.0;0.4;1.0;1.0;0.04;1.0;0.0;0.0;1.0;1.0;0.04;0.0;0.0;0.0
133;0.0;0.0;0.0;27.0;25.0;0.694;5.0;5.0;0.139;1.0;1.0;0.028;3.0;3.0;0.083;2.0;0.0;0.0;0.0;0.0;0.0
134;0.0;0.0;0.0;9.0;9.0;0.474;6.0;6.0;0.316;1.0;1.0;0.053;2.0;2.0;0.105;1.0;1.0;0.053;0.0;0.0;0.0
135;0.0;0.0;0.0;1.0;0.0;0.0;11.0;11.0;0.688;3.0;3.0;0.188;1.0;0.0;0.0;1.0;1.0;0.062;0.0;0.0;0.0
136;0.0;0.0;0.0;4.0;3.0;0.2;8.0;8.0;0.533;2.0;2.0;0.133;1.0;0.0;0.0;1.0;1.0;0.067;0.0;0.0;0.0
137;0.0;0.0;0.0;47.0;45.0;0.789;4.0;4.0;0.07;2.0;2.0;0.035;4.0;3.0;0.053;2.0;1.0;0.018;0.0;0.0;0.0
138;0.0;0.0;0.0;5.0;4.0;0.286;2.0;1.0;0.071;5.0;5.0;0.357;2.0;2.0;0.143;1.0;1.0;0.071;0.0;0.0;0.0
139;0.0;0.0;0.0;11.0;9.0;0.429;9.0;7.0;0.333;1.0;1.0;0.048;2.0;1.0;0.048;2.0;0.0;0.0;0.0;0.0;0.0
140;0.0;0.0;0.0;27.0;26.0;0.578;14.0;13.0;0.289;4.0;3.0;0.067;1.0;0.0;0.0;2.0;1.0;0.022;0.0;0.0;0.0
141;0.0;0.0;0.0;19.0;18.0;0.321;35.0;34.0;0.607;1.0;1.0;0.018;1.0;1.0;0.018;1.0;1.0;0.018;0.0;0.0;0.0
142;0.0;0.0;0.0;3.0;3.0;0.333;3.0;3.0;0.333;1.0;1.0;0.111;1.0;1.0;0.111;1.0;1.0;0.111;0.0;0.0;0.0
143;0.0;0.0;0.0;4.0;3.0;0.333;3.0;3.0;0.333;1.0;1.0;0.111;1.0;1.0;0.111;1.0;0.0;0.0;0.0;0.0;0.0
144;0.0;0.0;0.0;10.0;10.0;0.476;8.0;8.0;0.381;1.0;1.0;0.048;1.0;1.0;0.048;1.0;1.0;0.048;0.0;0.0;0.0
145;0.0;0.0;0.0;1.0;0.0;0.0;24.0;24.0;0.857;2.0;1.0;0.036;2.0;1.0;0.036;1.0;1.0;0.036;0.0;0.0;0.0
146;0.0;0.0;0.0;33.0;33.0;0.688;11.0;11.0;0.229;1.0;1.0;0.021;1.0;1.0;0.021;2.0;2.0;0.042;0.0;0.0;0.0
147;0.0;0.0;0.0;1.0;0.0;0.0;8.0;8.0;0.667;1.0;1.0;0.083;1.0;1.0;0.083;2.0;1.0;0.083;0.0;0.0;0.0
148;0.0;0.0;0.0;5.0;5.0;0.185;16.0;16.0;0.593;2.0;2.0;0.074;3.0;3.0;0.111;1.0;1.0;0.037;0.0;0.0;0.0
150;0.0;0.0;0.0;3.0;3.0;0.273;5.0;4.0;0.364;1.0;1.0;0.091;1.0;1.0;0.091;2.0;1.0;0.091;0.0;0.0;0.0
151;0.0;0.0;0.0;4.0;3.0;0.143;15.0;15.0;0.714;1.0;1.0;0.048;1.0;1.0;0.048;1.0;0.0;0.0;0.0;0.0;0.0
153;0.0;0.0;0.0;2.0;2.0;0.182;3.0;3.0;0.273;4.0;4.0;0.364;1.0;1.0;0.091;1.0;1.0;0.091;0.0;0.0;0.0
154;0.0;0.0;0.0;2.0;1.0;0.1;2.0;1.0;0.1;4.0;4.0;0.4;2.0;2.0;0.2;1.0;1.0;0.1;0.0;0.0;0.0
155;0.0;0.0;0.0;20.0;18.0;0.6;4.0;2.0;0.067;5.0;4.0;0.133;1.0;1.0;0.033;4.0;3.0;0.1;0.0;0.0;0.0
156;0.0;0.0;0.0;2.0;2.0;0.087;15.0;15.0;0.652;2.0;2.0;0.087;3.0;3.0;0.13;1.0;1.0;0.043;0.0;0.0;0.0
157;0.0;0.0;0.0;3.0;1.0;0.091;5.0;5.0;0.455;1.0;1.0;0.091;1.0;0.0;0.0;3.0;2.0;0.182;0.0;0.0;0.0
158;0.0;0.0;0.0;3.0;2.0;0.25;4.0;4.0;0.5;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
159;0.0;0.0;0.0;8.0;8.0;0.615;3.0;3.0;0.231;1.0;0.0;0.0;1.0;1.0;0.077;1.0;0.0;0.0;0.0;0.0;0.0
160;0.0;0.0;0.0;7.0;6.0;0.4;2.0;1.0;0.067;5.0;5.0;0.333;1.0;1.0;0.067;1.0;1.0;0.067;0.0;0.0;0.0
161;0.0;0.0;0.0;30.0;30.0;0.833;2.0;1.0;0.028;2.0;2.0;0.056;2.0;1.0;0.028;1.0;1.0;0.028;0.0;0.0;0.0
162;0.0;0.0;0.0;1.0;0.0;0.0;13.0;12.0;0.75;1.0;1.0;0.062;1.0;1.0;0.062;1.0;1.0;0.062;0.0;0.0;0.0
163;0.0;0.0;0.0;40.0;39.0;0.886;2.0;1.0;0.023;1.0;1.0;0.023;1.0;1.0;0.023;2.0;1.0;0.023;0.0;0.0;0.0
164;0.0;0.0;0.0;38.0;35.0;0.875;1.0;0.0;0.0;2.0;1.0;0.025;1.0;0.0;0.0;1.0;1.0;0.025;0.0;0.0;0.0
165;0.0;0.0;0.0;18.0;16.0;0.696;3.0;2.0;0.087;1.0;1.0;0.043;1.0;1.0;0.043;2.0;1.0;0.043;0.0;0.0;0.0
166;0.0;0.0;0.0;2.0;2.0;0.125;11.0;11.0;0.688;1.0;1.0;0.062;1.0;1.0;0.062;1.0;1.0;0.062;0.0;0.0;0.0
167;0.0;0.0;0.0;2.0;1.0;0.143;3.0;2.0;0.286;1.0;1.0;0.143;1.0;1.0;0.143;1.0;1.0;0.143;0.0;0.0;0.0
168;0.0;0.0;0.0;7.0;6.0;0.5;4.0;3.0;0.25;1.0;1.0;0.083;1.0;1.0;0.083;0.0;0.0;0.0;0.0;0.0;0.0
169;0.0;0.0;0.0;22.0;22.0;0.786;5.0;5.0;0.179;1.0;1.0;0.036;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
170;0.0;0.0;0.0;6.0;5.0;0.25;2.0;1.0;0.05;13.0;13.0;0.65;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
171;0.0;0.0;0.0;4.0;4.0;0.091;22.0;22.0;0.5;18.0;18.0;0.409;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
172;0.0;0.0;0.0;41.0;41.0;0.872;5.0;5.0;0.106;1.0;1.0;0.021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
173;0.0;0.0;0.0;35.0;35.0;0.946;1.0;1.0;0.027;1.0;1.0;0.027;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
174;0.0;0.0;0.0;2.0;2.0;0.4;2.0;2.0;0.4;1.0;1.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
175;0.0;0.0;0.0;2.0;1.0;0.036;19.0;18.0;0.643;9.0;7.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
176;0.0;0.0;0.0;4.0;3.0;0.429;2.0;1.0;0.143;2.0;2.0;0.286;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
177;0.0;0.0;0.0;27.0;27.0;0.365;46.0;46.0;0.622;1.0;1.0;0.014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
178;0.0;0.0;0.0;3.0;3.0;0.2;11.0;11.0;0.733;1.0;1.0;0.067;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
179;0.0;0.0;0.0;22.0;20.0;0.22;70.0;68.0;0.747;1.0;1.0;0.011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
180;0.0;0.0;0.0;7.0;7.0;0.241;21.0;21.0;0.724;1.0;1.0;0.034;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
181;0.0;0.0;0.0;4.0;3.0;0.158;13.0;13.0;0.684;3.0;2.0;0.105;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
183;0.0;0.0;0.0;9.0;9.0;0.5;8.0;8.0;0.444;1.0;1.0;0.056;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
185;0.0;0.0;0.0;14.0;13.0;0.565;4.0;4.0;0.174;6.0;5.0;0.217;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
186;0.0;0.0;0.0;3.0;2.0;0.25;3.0;2.0;0.25;3.0;3.0;0.375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
